"","months","neighbourhood_cleansed","price","number_of_reviews","review_count_change","city"
"166",2020-10-01,"Launceston",135.629503546099,78.4633569739953,351,"Tasmania"
"167",2020-10-01,"Meander Valley",151.977473684211,44.3263157894737,65,"Tasmania"
"168",2020-10-01,"Northern Midlands",151.188235294118,47.2117647058824,50,"Tasmania"
"169",2020-10-01,"Sorell",147.684782608696,47.554347826087,56,"Tasmania"
"170",2020-10-01,"Southern Midlands",133.157894736842,49.4736842105263,19,"Tasmania"
"171",2020-10-01,"Tasman",161.587651515152,71.5454545454545,185,"Tasmania"
"172",2020-10-01,"Waratah/Wynyard",148.516483516484,39.8901098901099,96,"Tasmania"
"173",2020-10-01,"West Coast",156.678260869565,55.3826086956522,153,"Tasmania"
"174",2020-10-01,"West Tamar",151.899347826087,53.1666666666667,119,"Tasmania"
"175",2020-11-01,"Break O'Day",182.189003436426,49.5498281786942,427,"Tasmania"
"176",2020-11-01,"Brighton",108.785714285714,54.3571428571429,9,"Tasmania"
"177",2020-11-01,"Burnie",115.384615384615,39.3538461538462,39,"Tasmania"
"178",2020-11-01,"Central Coast",136.09756097561,47.7235772357724,134,"Tasmania"
"179",2020-11-01,"Central Highlands",181.195652173913,34.5434782608696,16,"Tasmania"
"180",2020-11-01,"Circular Head",172.528846153846,27.7596153846154,122,"Tasmania"
"181",2020-11-01,"Clarence",152.035971223022,58.3920863309352,139,"Tasmania"
"182",2020-11-01,"Derwent Valley",148.907894736842,38.6710526315789,57,"Tasmania"
"183",2020-11-01,"Devonport",141.704545454545,64.1590909090909,86,"Tasmania"
"184",2020-11-01,"Dorset",179.240875912409,42.2773722627737,236,"Tasmania"
"185",2020-11-01,"Flinders",202.21875,11.21875,30,"Tasmania"
"186",2020-11-01,"George Town",181.848484848485,27.5757575757576,33,"Tasmania"
"187",2020-11-01,"Glamorgan/Spring Bay",205.008086253369,71.3962264150943,513,"Tasmania"
"188",2020-11-01,"Glenorchy",111.064814814815,55.0833333333333,42,"Tasmania"
"189",2020-11-01,"Hobart",153.82252922423,77.8512221041445,345,"Tasmania"
"190",2020-11-01,"Huon Valley",167.809523809524,41.4761904761905,159,"Tasmania"
"191",2020-11-01,"Kentish",141.902985074627,57.3283582089552,113,"Tasmania"
"192",2020-11-01,"King Island",195.9,19.7,5,"Tasmania"
"193",2020-11-01,"Kingborough",169.849498327759,58.1772575250836,341,"Tasmania"
"194",2020-11-01,"Latrobe",158.709090909091,28.6545454545455,71,"Tasmania"
"195",2020-11-01,"Launceston",139.857843137255,78.6421568627451,370,"Tasmania"
"196",2020-11-01,"Meander Valley",147.558823529412,42.9901960784314,84,"Tasmania"
"197",2020-11-01,"Northern Midlands",152.746987951807,46.3614457831325,70,"Tasmania"
"198",2020-11-01,"Sorell",149.362637362637,43.6483516483516,60,"Tasmania"
"199",2020-11-01,"Southern Midlands",139.6,50.55,15,"Tasmania"
"200",2020-11-01,"Tasman",164.166666666667,75.6746031746032,206,"Tasmania"
"201",2020-11-01,"Waratah/Wynyard",147.131868131868,40.989010989011,126,"Tasmania"
"202",2020-11-01,"West Coast",156.472727272727,55.6909090909091,141,"Tasmania"
"203",2020-11-01,"West Tamar",151.846715328467,51.6058394160584,146,"Tasmania"
"204",2020-12-01,"Break O'Day",197.602787456446,50.5435540069686,544,"Tasmania"
"205",2020-12-01,"Brighton",111.5,55.0714285714286,10,"Tasmania"
"206",2020-12-01,"Burnie",118.8,39.1230769230769,47,"Tasmania"
"207",2020-12-01,"Central Coast",141.520325203252,48.2439024390244,170,"Tasmania"
"208",2020-12-01,"Central Highlands",185.636363636364,35.7272727272727,25,"Tasmania"
"209",2020-12-01,"Circular Head",175.883495145631,29.1747572815534,144,"Tasmania"
"210",2020-12-01,"Clarence",161.673992673993,57.5604395604396,290,"Tasmania"
"211",2020-12-01,"Derwent Valley",153.386666666667,38.8266666666667,93,"Tasmania"
"212",2020-12-01,"Devonport",148.101123595506,64.9550561797753,135,"Tasmania"
"213",2020-12-01,"Dorset",179.81679389313,45.0916030534351,277,"Tasmania"
"214",2020-12-01,"Flinders",206.15625,12.71875,55,"Tasmania"
"215",2020-12-01,"George Town",164.59375,27.46875,43,"Tasmania"
"216",2020-12-01,"Glamorgan/Spring Bay",214.401734104046,72.028901734104,691,"Tasmania"
"217",2020-12-01,"Glenorchy",119.207920792079,56.4356435643564,91,"Tasmania"
"218",2020-12-01,"Hobart",167.616740088106,76.8469162995595,837,"Tasmania"
"219",2020-12-01,"Huon Valley",172.736111111111,42.0833333333333,216,"Tasmania"
"220",2020-12-01,"Kentish",147.57037037037,58.037037037037,153,"Tasmania"
"221",2020-12-01,"King Island",201.714285714286,19.3809523809524,13,"Tasmania"
"222",2020-12-01,"Kingborough",177.743055555556,59.4201388888889,578,"Tasmania"
"223",2020-12-01,"Latrobe",159.732142857143,29.2321428571429,61,"Tasmania"
"224",2020-12-01,"Launceston",147.68578553616,78.8254364089776,681,"Tasmania"
"225",2020-12-01,"Meander Valley",152.48,43.68,115,"Tasmania"
"226",2020-12-01,"Northern Midlands",156.192307692308,47.6025641025641,106,"Tasmania"
"227",2020-12-01,"Sorell",155.766666666667,43.4555555555556,102,"Tasmania"
"228",2020-12-01,"Southern Midlands",142.95,51.55,20,"Tasmania"
"229",2020-12-01,"Tasman",170.235772357724,79.4634146341463,324,"Tasmania"
"230",2020-12-01,"Waratah/Wynyard",155.741573033708,41.9662921348315,102,"Tasmania"
"231",2020-12-01,"West Coast",162.229357798165,57.7522935779817,222,"Tasmania"
"232",2020-12-01,"West Tamar",157.768115942029,52.536231884058,217,"Tasmania"
"233",2021-01-01,"Break O'Day",205.207612456747,51.4532871972318,551,"Tasmania"
"234",2021-01-01,"Brighton",120.066666666667,52.4,15,"Tasmania"
"235",2021-01-01,"Burnie",121.934426229508,42.4098360655738,53,"Tasmania"
"236",2021-01-01,"Central Coast",147.759689922481,47.6124031007752,207,"Tasmania"
"237",2021-01-01,"Central Highlands",183.227272727273,36.75,45,"Tasmania"
"238",2021-01-01,"Circular Head",179.56862745098,30.5098039215686,142,"Tasmania"
"239",2021-01-01,"Clarence",165.022388059701,58.8507462686567,384,"Tasmania"
"240",2021-01-01,"Derwent Valley",155.12,40.36,115,"Tasmania"
"241",2021-01-01,"Devonport",149.318181818182,65.1022727272727,182,"Tasmania"
"242",2021-01-01,"Dorset",184.610294117647,45.5661764705882,224,"Tasmania"
"243",2021-01-01,"Flinders",201.125,13,26,"Tasmania"
"244",2021-01-01,"George Town",172.15625,29.125,53,"Tasmania"
"245",2021-01-01,"Glamorgan/Spring Bay",220.688235294118,73.3588235294118,763,"Tasmania"
