"","months","neighbourhood_cleansed","price","city","state"
"162",2020-10-01,"Kentish",140.844045801527,"Tasmania","Tasmania"
"163",2020-10-01,"King Island",203.714285714286,"Tasmania","Tasmania"
"164",2020-10-01,"Kingborough",166.496233333333,"Tasmania","Tasmania"
"165",2020-10-01,"Latrobe",155.4975,"Tasmania","Tasmania"
"166",2020-10-01,"Launceston",135.629503546099,"Tasmania","Tasmania"
"167",2020-10-01,"Meander Valley",151.977473684211,"Tasmania","Tasmania"
"168",2020-10-01,"Northern Midlands",151.188235294118,"Tasmania","Tasmania"
"169",2020-10-01,"Sorell",147.684782608696,"Tasmania","Tasmania"
"170",2020-10-01,"Southern Midlands",133.157894736842,"Tasmania","Tasmania"
"171",2020-10-01,"Tasman",161.587651515152,"Tasmania","Tasmania"
"172",2020-10-01,"Waratah/Wynyard",148.516483516484,"Tasmania","Tasmania"
"173",2020-10-01,"West Coast",156.678260869565,"Tasmania","Tasmania"
"174",2020-10-01,"West Tamar",151.899347826087,"Tasmania","Tasmania"
"175",2020-11-01,"Break O'Day",182.189003436426,"Tasmania","Tasmania"
"176",2020-11-01,"Brighton",108.785714285714,"Tasmania","Tasmania"
"177",2020-11-01,"Burnie",115.384615384615,"Tasmania","Tasmania"
"178",2020-11-01,"Central Coast",136.09756097561,"Tasmania","Tasmania"
"179",2020-11-01,"Central Highlands",181.195652173913,"Tasmania","Tasmania"
"180",2020-11-01,"Circular Head",172.528846153846,"Tasmania","Tasmania"
"181",2020-11-01,"Clarence",152.035971223022,"Tasmania","Tasmania"
"182",2020-11-01,"Derwent Valley",148.907894736842,"Tasmania","Tasmania"
"183",2020-11-01,"Devonport",141.704545454545,"Tasmania","Tasmania"
"184",2020-11-01,"Dorset",179.240875912409,"Tasmania","Tasmania"
"185",2020-11-01,"Flinders",202.21875,"Tasmania","Tasmania"
"186",2020-11-01,"George Town",181.848484848485,"Tasmania","Tasmania"
"187",2020-11-01,"Glamorgan/Spring Bay",205.008086253369,"Tasmania","Tasmania"
"188",2020-11-01,"Glenorchy",111.064814814815,"Tasmania","Tasmania"
"189",2020-11-01,"Hobart",153.82252922423,"Tasmania","Tasmania"
"190",2020-11-01,"Huon Valley",167.809523809524,"Tasmania","Tasmania"
"191",2020-11-01,"Kentish",141.902985074627,"Tasmania","Tasmania"
"192",2020-11-01,"King Island",195.9,"Tasmania","Tasmania"
"193",2020-11-01,"Kingborough",169.849498327759,"Tasmania","Tasmania"
"194",2020-11-01,"Latrobe",158.709090909091,"Tasmania","Tasmania"
"195",2020-11-01,"Launceston",139.857843137255,"Tasmania","Tasmania"
"196",2020-11-01,"Meander Valley",147.558823529412,"Tasmania","Tasmania"
"197",2020-11-01,"Northern Midlands",152.746987951807,"Tasmania","Tasmania"
"198",2020-11-01,"Sorell",149.362637362637,"Tasmania","Tasmania"
"199",2020-11-01,"Southern Midlands",139.6,"Tasmania","Tasmania"
"200",2020-11-01,"Tasman",164.166666666667,"Tasmania","Tasmania"
"201",2020-11-01,"Waratah/Wynyard",147.131868131868,"Tasmania","Tasmania"
"202",2020-11-01,"West Coast",156.472727272727,"Tasmania","Tasmania"
"203",2020-11-01,"West Tamar",151.846715328467,"Tasmania","Tasmania"
"204",2020-12-01,"Break O'Day",197.602787456446,"Tasmania","Tasmania"
"205",2020-12-01,"Brighton",111.5,"Tasmania","Tasmania"
"206",2020-12-01,"Burnie",118.8,"Tasmania","Tasmania"
